0.00000000e+000	-1.41143750e+005	
6.02150749e-002	-7.03841281e+004	
1.20430150e-001	-6.25491403e+004	
1.80645225e-001	-5.96941946e+004	
2.40860299e-001	-5.98442822e+004	
3.01075374e-001	-5.99574561e+004	
3.61290449e-001	-6.05806591e+004	
4.21505524e-001	-6.13723869e+004	
4.81720599e-001	-6.21739710e+004	
5.41935674e-001	-6.33877581e+004	
6.02150749e-001	-6.47812463e+004	
6.62365823e-001	-6.59890016e+004	
7.22580898e-001	-6.70831861e+004	
7.82795973e-001	-6.87776652e+004	
8.43011048e-001	-7.09740436e+004	
9.03226123e-001	-7.27937511e+004	
9.63441198e-001	-7.41865758e+004	
1.02365627e+000	-7.59574888e+004	
1.08387135e+000	-7.83126994e+004	
1.14408642e+000	-8.06679100e+004	
1.20430150e+000	-8.30610396e+004	
1.26451657e+000	-8.59471092e+004	
1.32473165e+000	-8.88331787e+004	
1.38494672e+000	-9.17192483e+004	
1.44516180e+000	-9.49504502e+004	
1.50537687e+000	-9.82966609e+004	
1.56559195e+000	-1.01642872e+005	
1.62580702e+000	-1.05694243e+005	
1.68602210e+000	-1.10685755e+005	
1.74623717e+000	-1.15677267e+005	
1.80645225e+000	-1.20577932e+005	
1.86666732e+000	-1.24721466e+005	
1.92688240e+000	-1.28865000e+005	
1.98709747e+000	-1.33008534e+005	
2.04731254e+000	-1.37152068e+005	
2.10752762e+000	-1.45849970e+005	
2.16774269e+000	-1.54760579e+005	
2.22795777e+000	-1.61838146e+005	
2.28817284e+000	-1.68664440e+005	
2.34838792e+000	-1.79070492e+005	
2.40860299e+000	-1.90351471e+005	
2.46881807e+000	-2.01969585e+005	
2.52903314e+000	-2.13713585e+005	
2.58924822e+000	-2.30703367e+005	
2.64946329e+000	-2.59532414e+005	
2.70967837e+000	-3.05830263e+005	
2.76989344e+000	-4.03827256e+005	
2.83010852e+000	-8.99013243e+005	
2.89032359e+000	-6.42581800e+005	
2.95053867e+000	-5.73751865e+005	
3.01075374e+000	-5.42724454e+005	
3.07096882e+000	-5.19954293e+005	
3.13118389e+000	-5.12637877e+005	
3.19139897e+000	-5.05321461e+005	
3.25161404e+000	-4.98005045e+005	
3.31182912e+000	-4.91831797e+005	
3.37204419e+000	-4.90334099e+005	
3.43225927e+000	-4.88836400e+005	
3.49247434e+000	-4.87338701e+005	
3.55268942e+000	-4.85906954e+005	
3.61290449e+000	-4.85885309e+005	
3.67311957e+000	-4.85863664e+005	
3.73333464e+000	-4.85842019e+005	
3.79354972e+000	-4.85820374e+005	
3.85376479e+000	-4.86041220e+005	
3.91397987e+000	-4.86291152e+005	
3.97419494e+000	-4.86541084e+005	
4.03441002e+000	-4.86791017e+005	
4.09462509e+000	-4.87040949e+005	
4.15484016e+000	-4.87290881e+005	
4.21505524e+000	-4.87533045e+005	
4.27527031e+000	-4.87741428e+005	
4.33548539e+000	-4.87949811e+005	
4.39570046e+000	-4.88158195e+005	
4.45591554e+000	-4.88366578e+005	
4.51613061e+000	-4.88574961e+005	
4.57634569e+000	-4.88783344e+005	
4.63656076e+000	-4.88934573e+005	
4.69677584e+000	-4.89024157e+005	
4.75699091e+000	-4.89113740e+005	
4.81720599e+000	-4.89203323e+005	
4.87742106e+000	-4.89292907e+005	
4.93763614e+000	-4.89382490e+005	
4.99785121e+000	-4.89472074e+005	
5.05806629e+000	-4.89561657e+005	
5.11828136e+000	-4.89464223e+005	
5.17849644e+000	-4.89362265e+005	
5.23871151e+000	-4.89260307e+005	
5.29892659e+000	-4.89116250e+005	
5.35914166e+000	-4.88826367e+005	
5.41935674e+000	-4.88536484e+005	
5.47957181e+000	-4.88246600e+005	
5.53978689e+000	-4.87829995e+005	
5.60000196e+000	-4.87271430e+005	
5.66021704e+000	-4.86712865e+005	
5.72043211e+000	-4.86154300e+005	
5.78064719e+000	-4.84615427e+005	
5.84086226e+000	-4.82693960e+005	
5.90107734e+000	-4.80772493e+005	
5.96129241e+000	-4.78851026e+005	
6.02150749e+000	-4.75952857e+005	
6.08172256e+000	-4.73021253e+005	
6.14193763e+000	-4.70089649e+005	
6.20215271e+000	-4.67158045e+005	
6.26236778e+000	-4.64226442e+005	
6.32258286e+000	-4.61294838e+005	
6.38279793e+000	-4.58363234e+005	
6.44301301e+000	-4.56312384e+005	
6.50322808e+000	-4.54323167e+005	
6.56344316e+000	-4.52333950e+005	
6.62365823e+000	-4.50344733e+005	
6.68387331e+000	-4.48355515e+005	
6.74408838e+000	-4.46366298e+005	
6.80430346e+000	-4.44377081e+005	
6.86451853e+000	-4.42387864e+005	
6.92473361e+000	-4.41018202e+005	
6.98494868e+000	-4.39681461e+005	
7.04516376e+000	-4.38344721e+005	
7.10537883e+000	-4.36992163e+005	
7.16559391e+000	-4.35573616e+005	
7.22580898e+000	-4.34155070e+005	
7.28602406e+000	-4.32736523e+005	
7.34623913e+000	-4.31380106e+005	
7.40645421e+000	-4.30103758e+005	
7.46666928e+000	-4.28827410e+005	
7.52688436e+000	-4.27551062e+005	
7.58709943e+000	-4.26274713e+005	
7.64731451e+000	-4.24998365e+005	
7.70752958e+000	-4.23722017e+005	
7.76774466e+000	-4.22445669e+005	
7.82795973e+000	-4.21479368e+005	
7.88817481e+000	-4.20538464e+005	
7.94838988e+000	-4.19597559e+005	
8.00860496e+000	-4.18656655e+005	
8.06882003e+000	-4.17715750e+005	
8.12903510e+000	-4.16774846e+005	
8.18925018e+000	-4.15833941e+005	
8.24946525e+000	-4.14901010e+005	
8.30968033e+000	-4.13979485e+005	
8.36989540e+000	-4.13057960e+005	
8.43011048e+000	-4.12136435e+005	
8.49032555e+000	-4.11214910e+005	
8.55054063e+000	-4.10293385e+005	
8.61075570e+000	-4.09371860e+005	
8.67097078e+000	-4.08457321e+005	
8.73118585e+000	-4.07545914e+005	
8.79140093e+000	-4.06634506e+005	
8.85161600e+000	-4.05723099e+005	
8.91183108e+000	-4.04811692e+005	
8.97204615e+000	-4.03900285e+005	
9.03226123e+000	-4.02988877e+005	
9.09247630e+000	-4.02421992e+005	
9.15269138e+000	-4.01866407e+005	
9.21290645e+000	-4.01310822e+005	
9.27312153e+000	-4.00755237e+005	
9.33333660e+000	-4.01188914e+005	
9.39355168e+000	-4.01844995e+005	
9.45376675e+000	-4.02501077e+005	
9.51398183e+000	-4.03157158e+005	
9.57419690e+000	-4.06731667e+005	
9.63441198e+000	-4.11778603e+005	
9.69462705e+000	-4.16825539e+005	
9.75484213e+000	-4.21872475e+005	
9.81505720e+000	-4.35970032e+005	
9.87527228e+000	-4.58663539e+005	
9.93548735e+000	-5.03297292e+005	
9.99570243e+000	-6.73381666e+005	
1.00559175e+001	-3.61332106e+005	
1.01161326e+001	-2.52570052e+005	
1.01763476e+001	-2.18661196e+005	
1.02365627e+001	-1.98916053e+005	
1.02967778e+001	-1.87429672e+005	
1.03569929e+001	-1.81111948e+005	
1.04172079e+001	-1.74919594e+005	
1.04774230e+001	-1.69542417e+005	
1.05376381e+001	-1.64345330e+005	
1.05978532e+001	-1.62098742e+005	
1.06580682e+001	-1.59852153e+005	
1.07182833e+001	-1.57605564e+005	
1.07784984e+001	-1.55358975e+005	
1.08387135e+001	-1.53477756e+005	
1.08989285e+001	-1.51634623e+005	
1.09591436e+001	-1.49791489e+005	
1.10193587e+001	-1.47948356e+005	
1.10795738e+001	-1.47722056e+005	
1.11397888e+001	-1.48023364e+005	
1.12000039e+001	-1.48324671e+005	
1.12602190e+001	-1.48625978e+005	
1.13204341e+001	-1.48927285e+005	
1.13806491e+001	-1.49228593e+005	
1.14408642e+001	-1.49747629e+005	
1.15010793e+001	-1.52008311e+005	
